coverage_type,category,coverage_score,product1_name,product1_url,product1_price,product1_rating,product2_name,product2_url,product2_price,product2_rating,product1_reviews,product2_reviews,price_difference,rating_difference,price_difference_pct,rating_difference_pct
price_coverage,Speakers,1.4,"Pyle Home Theater Amplifier Audio Bluetooth MP3/USB/SD/AUX/FM Black Receiver Sound System, with 4X Dual 100 Watt 3 Way Indoor Outdoor Studio Black Speakers, Enrock Audio 16-Gauge 50 Foot Speaker Wire",${env.wa_shopping_url}pyle-home-theater-amplifier-audio-bluetooth-mp3-usb-sd-aux-fm-black-receiver-sound-system-with-4x-dual-100-watt-3-way-indoor-outdoor-studio-black-speakers-enrock-audio-16-gauge-50-foot-speaker-wire.html,253.49,65,"Polk Audio HTS 12 Powered Subwoofer with Power Port Technology | 12” Woofer, up to 400W Amp | For the Ultimate Home Theater Experience | Modern Sub that Fits in any Setting | Washed Black Walnut",${env.wa_shopping_url}polk-audio-hts-12-powered-subwoofer-with-power-port-technology-12-woofer-up-to-400w-amp-for-the-ultimate-home-theater-experience-modern-sub-that-fits-in-any-setting-washed-black-walnut.html,499.0,65,12,12,245.51,0,0.49200400801603206,0.0
price_coverage,Speakers,1.4,Definitive Technology Ueva/Di 6.5str Round Stereo in-Ceiling Speaker (Single),${env.wa_shopping_url}definitive-technology-ueva-di-6-5str-round-stereo-in-ceiling-speaker-single.html,329.0,73,"VIZIO SB36514-G6 36"" 5.1.4 Premium Home Theater Sound System with Dolby Atmos and Wireless Subwoofer,Black (Renewed)",${env.wa_shopping_url}vizio-sb36514-g6-36-5-1-4-premium-home-theater-sound-system-with-dolby-atmos-and-wireless-subwoofer-black-renewed.html,349.0,73,9,12,20.0,0,0.05730659025787966,0.0
price_coverage,Speakers,1.4,Monitor Audio Bronze AMS Atmos Enabled Speaker Black (Pair),${env.wa_shopping_url}monitor-audio-bronze-ams-atmos-enabled-speaker-black-pair.html,625.0,80,"REL Acoustics HT/1205 Subwoofer, HT-Air Wireless Compatible, Line Grained Black Composite",${env.wa_shopping_url}rel-acoustics-ht-1205-subwoofer-ht-air-wireless-compatible-line-grained-black-composite.html,848.0,80,2,12,223.0,0,0.26297169811320753,0.0
price_coverage,Speakers,1.4,"SONOS PLAYBAR TV Sound Bar/Wireless Streaming Music Speaker (Certified Refurbished), Works with Alexa",${env.wa_shopping_url}sonos-playbar-tv-sound-bar-wireless-streaming-music-speaker-certified-refurbished-works-with-alexa.html,699.0,92,"Definitive Technology CS-9060 Center Channel Speaker | Built-in 8"" 150-Watt Powered Subwoofer for Home Theater | High Performance | Premium Sound Quality | Single, Black",${env.wa_shopping_url}definitive-technology-cs-9060-center-channel-speaker-built-in-8-150-watt-powered-subwoofer-for-home-theater-high-performance-premium-sound-quality-single-black.html,799.0,92,12,12,100.0,0,0.1251564455569462,0.0
price_coverage,Lenses,1.3,Xit XT30WAB 30mm 0.43X Wide Angle Lens for Camera - Black,${env.wa_shopping_url}xit-xt30wab-30mm-0-43x-wide-angle-lens-for-camera-black.html,15.99,78,Panasonic HFS014042 14-42mm Zoom lens for Micro third cameras,${env.wa_shopping_url}panasonic-hfs014042-14-42mm-zoom-lens-for-micro-third-cameras.html,352.71,78,8,12,336.71999999999997,0,0.9546653057752827,0.0
price_coverage,Lenses,1.3,Panasonic Lumix G H-H020 20mm f/1.7 Aspherical Pancake Lens for Micro Four Thirds Interchangeable Digital SLR Cameras,${env.wa_shopping_url}panasonic-lumix-g-h-h020-20mm-f-1-7-aspherical-pancake-lens-for-micro-four-thirds-interchangeable-digital-slr-cameras.html,158.0,90,"Panasonic LUMIX G MACRO LENS, 30MM, F2.8 ASPH, MIRRORLESS MICRO FOUR THIRDS, MEGA OPTICAL I.S, H-HS030 (USA BLACK)",${env.wa_shopping_url}panasonic-lumix-g-macro-lens-30mm-f2-8-asph-mirrorless-micro-four-thirds-mega-optical-i-s-h-hs030-usa-black.html,297.99,90,12,12,139.99,0,0.46978086512970235,0.0
price_coverage,Lenses,1.3,Canon Cameras US 6310B002 EF 40mm f/2.8 STM Lens - Fixed Black,${env.wa_shopping_url}canon-cameras-us-6310b002-ef-40mm-f-2-8-stm-lens-fixed-black.html,199.99,95,VILTROX 56mm F1.4 f/1.4 Autofocus E Lens for Sony E Mount a6300 a6400 a6500 a6600 a7 a7S a7c a7Ⅱ a7RⅡ a7SⅢ a7Ⅲ a7RⅢ a7RⅣ,${env.wa_shopping_url}viltrox-56mm-f1-4-f-1-4-autofocus-e-lens-for-sony-e-mount-a6300-a6400-a6500-a6600-a7-a7s-a7c-a7-a7r-a7s-a7-a7r-a7r.html,279.0,95,11,5,79.00999999999999,0,0.2831899641577061,0.0
price_coverage,Lenses,1.3,Canon Cameras US 6310B002 EF 40mm f/2.8 STM Lens - Fixed Black,${env.wa_shopping_url}canon-cameras-us-6310b002-ef-40mm-f-2-8-stm-lens-fixed-black.html,199.99,95,Voigtlander Nokton 40mm f/1.2 Aspherical Lens for Sony E-Mount,${env.wa_shopping_url}voigtlander-nokton-40mm-f-1-2-aspherical-lens-for-sony-e-mount.html,849.0,95,11,12,649.01,0,0.7644405182567726,0.0
price_coverage,Lenses,1.3,VILTROX 56mm F1.4 f/1.4 Autofocus E Lens for Sony E Mount a6300 a6400 a6500 a6600 a7 a7S a7c a7Ⅱ a7RⅡ a7SⅢ a7Ⅲ a7RⅢ a7RⅣ,${env.wa_shopping_url}viltrox-56mm-f1-4-f-1-4-autofocus-e-lens-for-sony-e-mount-a6300-a6400-a6500-a6600-a7-a7s-a7c-a7-a7r-a7s-a7-a7r-a7r.html,279.0,95,Voigtlander Nokton 40mm f/1.2 Aspherical Lens for Sony E-Mount,${env.wa_shopping_url}voigtlander-nokton-40mm-f-1-2-aspherical-lens-for-sony-e-mount.html,849.0,95,5,12,570.0,0,0.6713780918727915,0.0
price_coverage,Lenses,1.3,MEKE 35mm T2.2 Large Aperture Manual Focus Low Distortion 4K Mini Cine Lens for Micro Four Thirds M43 MFT Olympus Panasonic Lumix BMPCC 4K Zcam E2 GH5 GH6 OM-1,${env.wa_shopping_url}meke-35mm-t2-2-large-aperture-manual-focus-low-distortion-4k-mini-cine-lens-for-micro-four-thirds-m43-mft-olympus-panasonic-lumix-bmpcc-4k-zcam-e2-gh5-gh6-om-1.html,399.99,96,Canon RF14-35mm F4 L is USM Lens,${env.wa_shopping_url}canon-rf14-35mm-f4-l-is-usm-lens.html,1699.0,96,10,5,1299.01,0,0.7645732783990583,0.0
price_coverage,Lenses,1.3,Panasonic H-FSA100300 Interchangeable Lens LUMIX G Vario 100-300mm / F4.0-5.6 II/Power O.I.S. [Micro Four Thirds Mount] (International Model),${env.wa_shopping_url}panasonic-h-fsa100300-interchangeable-lens-lumix-g-vario-100-300mm-f4-0-5-6-ii-power-o-i-s-micro-four-thirds-mount-international-model.html,547.99,100,Fujinon XF18mmF1.4 R LM WR,${env.wa_shopping_url}fujinon-xf18mmf1-4-r-lm-wr.html,999.0,100,2,10,451.01,0,0.45146146146146143,0.0
price_coverage,Lenses,1.3,Panasonic H-FSA100300 Interchangeable Lens LUMIX G Vario 100-300mm / F4.0-5.6 II/Power O.I.S. [Micro Four Thirds Mount] (International Model),${env.wa_shopping_url}panasonic-h-fsa100300-interchangeable-lens-lumix-g-vario-100-300mm-f4-0-5-6-ii-power-o-i-s-micro-four-thirds-mount-international-model.html,547.99,100,Tamron SP 70-200mm f/2.8 Di VC USD G2 Lens for Canon EF for Canon EF Mount + Accessories (International Model),${env.wa_shopping_url}tamron-sp-70-200mm-f-2-8-di-vc-usd-g2-lens-for-canon-ef-for-canon-ef-mount-accessories-international-model.html,1299.0,100,2,2,751.01,0,0.578144726712856,0.0
price_coverage,Lenses,1.3,Panasonic H-FSA100300 Interchangeable Lens LUMIX G Vario 100-300mm / F4.0-5.6 II/Power O.I.S. [Micro Four Thirds Mount] (International Model),${env.wa_shopping_url}panasonic-h-fsa100300-interchangeable-lens-lumix-g-vario-100-300mm-f4-0-5-6-ii-power-o-i-s-micro-four-thirds-mount-international-model.html,547.99,100,Nikon 300mm f/4E PF VR AF-S ED-IF Telephoto Nikkor Lens,${env.wa_shopping_url}nikon-300mm-f-4e-pf-vr-af-s-ed-if-telephoto-nikkor-lens.html,1996.95,100,2,8,1448.96,0,0.7255865194421492,0.0
price_coverage,Lenses,1.3,Tamron 100-400mm F/4.5-6.3 VC USD Telephoto Zoom Lens for Nikon Digital SLR Cameras (6 Year Limited USA Warranty),${env.wa_shopping_url}tamron-100-400mm-f-4-5-6-3-vc-usd-telephoto-zoom-lens-for-nikon-digital-slr-cameras-6-year-limited-usa-warranty.html,799.95,88,"Tilta Nucleus-M: Wireless Lens Control System, Full Kit w/Hard Case | Wireless Follow Focus | WLC-T03",${env.wa_shopping_url}tilta-nucleus-m-wireless-lens-control-system-full-kit-w-hard-case-wireless-follow-focus-wlc-t03.html,1399.0,88,32,12,599.05,0,0.42819871336669046,0.0
price_coverage,Lenses,1.3,Fujinon XF18mmF1.4 R LM WR,${env.wa_shopping_url}fujinon-xf18mmf1-4-r-lm-wr.html,999.0,100,Tamron SP 70-200mm f/2.8 Di VC USD G2 Lens for Canon EF for Canon EF Mount + Accessories (International Model),${env.wa_shopping_url}tamron-sp-70-200mm-f-2-8-di-vc-usd-g2-lens-for-canon-ef-for-canon-ef-mount-accessories-international-model.html,1299.0,100,10,2,300.0,0,0.23094688221709006,0.0
price_coverage,Lenses,1.3,Fujinon XF18mmF1.4 R LM WR,${env.wa_shopping_url}fujinon-xf18mmf1-4-r-lm-wr.html,999.0,100,Nikon 300mm f/4E PF VR AF-S ED-IF Telephoto Nikkor Lens,${env.wa_shopping_url}nikon-300mm-f-4e-pf-vr-af-s-ed-if-telephoto-nikkor-lens.html,1996.95,100,10,8,997.95,0,0.49973709907609104,0.0
price_coverage,Lenses,1.3,Canon EF 24-105mm f/4 L IS USM Lens for Canon EOS SLR Cameras - White Box (Bulk Packaging),${env.wa_shopping_url}canon-ef-24-105mm-f-4-l-is-usm-lens-for-canon-eos-slr-cameras-white-box-bulk-packaging.html,1234.95,97,Canon RF 15-35mm F2.8 L IS USM,${env.wa_shopping_url}canon-rf-15-35mm-f2-8-l-is-usm.html,2399.0,97,12,12,1164.05,0,0.48522300958732806,0.0
price_coverage,Lenses,1.3,Tamron SP 70-200mm f/2.8 Di VC USD G2 Lens for Canon EF for Canon EF Mount + Accessories (International Model),${env.wa_shopping_url}tamron-sp-70-200mm-f-2-8-di-vc-usd-g2-lens-for-canon-ef-for-canon-ef-mount-accessories-international-model.html,1299.0,100,Nikon 300mm f/4E PF VR AF-S ED-IF Telephoto Nikkor Lens,${env.wa_shopping_url}nikon-300mm-f-4e-pf-vr-af-s-ed-if-telephoto-nikkor-lens.html,1996.95,100,2,8,697.95,0,0.3495079996995418,0.0
price_coverage,Mirrors,1.3,"MIRUO Round Mirror 20 inch Circle Mirrors for Wall Mounted Decorative for Bathroom, Bedroom, Entryway Décor, Aluminum Alloy Thin Frame (20'', Gold)",${env.wa_shopping_url}miruo-round-mirror-20-inch-circle-mirrors-for-wall-mounted-decorative-for-bathroom-bedroom-entryway-decor-aluminum-alloy-thin-frame-20-gold.html,55.55,60,Evil Eye Wall Mirrors Decorative Metal Mirrors Gold Mirror with Tassels Great Wall Art for Bathroom Bedroom Living Room (Large -1),${env.wa_shopping_url}evil-eye-wall-mirrors-decorative-metal-mirrors-gold-mirror-with-tassels-great-wall-art-for-bathroom-bedroom-living-room-large-1.html,23.69,60,1,3,31.859999999999996,0,0.5735373537353735,0.0
price_coverage,Mirrors,1.3,"MIRUO Round Mirror 20 inch Circle Mirrors for Wall Mounted Decorative for Bathroom, Bedroom, Entryway Décor, Aluminum Alloy Thin Frame (20'', Gold)",${env.wa_shopping_url}miruo-round-mirror-20-inch-circle-mirrors-for-wall-mounted-decorative-for-bathroom-bedroom-entryway-decor-aluminum-alloy-thin-frame-20-gold.html,55.55,60,"Retro Metal Wall Hanging Mirror with Hemp Rope Round Decorative Bathroom Mirrors Creative Makeup Shaving Iron Mirrors Large (Color : Black, Size : 80cm)",${env.wa_shopping_url}retro-metal-wall-hanging-mirror-with-hemp-rope-round-decorative-bathroom-mirrors-creative-makeup-shaving-iron-mirrors-large-color-black-size-80cm.html,159.99,60,1,1,104.44000000000001,0,0.6527907994249641,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,Rustic Wood Fish Mirror Decorative Hanging Mirror Wall Decor for Living Room Bathroom Bedroom Vintage Nautical Ocean Beach Home Mirror,${env.wa_shopping_url}rustic-wood-fish-mirror-decorative-hanging-mirror-wall-decor-for-living-room-bathroom-bedroom-vintage-nautical-ocean-beach-home-mirror.html,93.99,100,2,1,0.0,0,0.0,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"Full Length Floor Mirror with Lights, betamore 65""x22"" Free Standing Tall Mirror, Wall Mounted Hanging Mirror, Vanity Makeup Mirror, Full Body Mirror, Dressing Mirror with Dimming & 3 Color Modes",${env.wa_shopping_url}full-length-floor-mirror-with-lights-betamore-65-x22-free-standing-tall-mirror-wall-mounted-hanging-mirror-vanity-makeup-mirror-full-body-mirror-dressing-mirror-with-dimming-3-color-modes.html,203.99,100,2,3,110.00000000000001,0,0.5392421197117506,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"Rectangular Gold Frame Wall Mirror, Perfect for Bedroom, Bathroom, Vanity, Living Room, Entryway, Hangs Horizontal & Vertical, 27 x 33 – Easy Mounting - by EcoHome",${env.wa_shopping_url}rectangular-gold-frame-wall-mirror-perfect-for-bedroom-bathroom-vanity-living-room-entryway-hangs-horizontal-vertical-27-x-33-easy-mounting-by-ecohome.html,75.99,100,2,1,18.0,0,0.19150973507819982,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"MAYKKE Betty 24"" W x 36"" H Wood Framed Rectangle Wall Mirror Decorative Brown Border Edge with Crown Moulding for Vanity, Bathroom, Bedroom Cherry Americana, YSA2130101",${env.wa_shopping_url}maykke-betty-24-w-x-36-h-wood-framed-rectangle-wall-mirror-decorative-brown-border-edge-with-crown-moulding-for-vanity-bathroom-bedroom-cherry-americana-ysa2130101.html,134.0,100,2,1,40.010000000000005,0,0.29858208955223886,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"Unknown1 36"" Large Round Natural Wood Wall Mirror W Decorative Beads 36 X 2 36round Brown Rustic",${env.wa_shopping_url}unknown1-36-large-round-natural-wood-wall-mirror-w-decorative-beads-36-x-2-36round-brown-rustic.html,311.25,100,2,1,217.26,0,0.6980240963855422,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,KOHROS Rectangular Decorative Wall Mirror-Solid Silver Stone Accented Large Antique Venetian Wall Mirror for Entryways/ Living Room/ Bathroom 23.6 x 35.4,${env.wa_shopping_url}kohros-rectangular-decorative-wall-mirror-solid-silver-stone-accented-large-antique-venetian-wall-mirror-for-entryways-living-room-bathroom-23-6-x-35-4.html,144.89,100,2,4,50.89999999999999,0,0.35130098695562145,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,Safavieh Home Madilyn Champagne Sunburst 36-inch Decorative Accent Mirror,${env.wa_shopping_url}safavieh-home-madilyn-champagne-sunburst-36-inch-decorative-accent-mirror.html,87.97,100,2,2,6.019999999999996,0,0.06404936695393124,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"EMAISON Gold Hanging Mirror with Chain, 12 x 16 Inch Rustic Wall Decor for Bathroom, Entry, Dining Room, and Living Room. Metal Circle Mirror for Wall, Vanity Mirror, Large Decorative Mirror.",${env.wa_shopping_url}emaison-gold-hanging-mirror-with-chain-12-x-16-inch-rustic-wall-decor-for-bathroom-entry-dining-room-and-living-room-metal-circle-mirror-for-wall-vanity-mirror-large-decorative-mirror.html,26.95,100,2,1,67.03999999999999,0,0.7132673688690285,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"Touch of Class Traditional Hansa Acanthus Leaf Shaped Wall Mirror - Aged Gold - Vintage, Framed Ornate Design, Unique Victorian Aesthetic - Decorative Mirrors for Bedroom, Bathroom - 26"" W x 40"" H",${env.wa_shopping_url}touch-of-class-traditional-hansa-acanthus-leaf-shaped-wall-mirror-aged-gold-vintage-framed-ornate-design-unique-victorian-aesthetic-decorative-mirrors-for-bedroom-bathroom-26-w-x-40-h.html,189.0,100,2,1,95.01,0,0.5026984126984128,0.0
price_coverage,Mirrors,1.3,"DesignOvation Beatrice Framed Decorative Rectangle Wall Mirror, 25x31, Walnut Brown",${env.wa_shopping_url}designovation-beatrice-framed-decorative-rectangle-wall-mirror-25x31-walnut-brown.html,93.99,100,"Pinnacle Frames & Accents Kimberly Natural Wood Modern Octagon, 40"" x 40"" Wall Mirror, Brown",${env.wa_shopping_url}pinnacle-frames-accents-kimberly-natural-wood-modern-octagon-40-x-40-wall-mirror-brown.html,119.99,100,2,1,26.0,0,0.21668472372697725,0.0
price_coverage,Mirrors,1.3,"Geloo Galvanized Accent Mirror Industrial-24 Inch Round Circle Bathroom Mirror,Rustic Farmhouse Metal Wall Mirror Decor,Round Rustic Mirror,Gray Vanity Mirror for Farmhouse,Antique,Entryway,Street",${env.wa_shopping_url}geloo-galvanized-accent-mirror-industrial-24-inch-round-circle-bathroom-mirror-rustic-farmhouse-metal-wall-mirror-decor-round-rustic-mirror-gray-vanity-mirror-for-farmhouse-antique-entryway-street.html,149.99,75,"Kate and Laurel Keyleigh Modern Glam Geometric Shaped Metal Accent Wall Mirror, Satin Gold",${env.wa_shopping_url}kate-and-laurel-keyleigh-modern-glam-geometric-shaped-metal-accent-wall-mirror-satin-gold.html,84.99,75,12,8,65.00000000000001,0,0.43336222414827663,0.0
price_coverage,Mirrors,1.3,"Geloo Galvanized Accent Mirror Industrial-24 Inch Round Circle Bathroom Mirror,Rustic Farmhouse Metal Wall Mirror Decor,Round Rustic Mirror,Gray Vanity Mirror for Farmhouse,Antique,Entryway,Street",${env.wa_shopping_url}geloo-galvanized-accent-mirror-industrial-24-inch-round-circle-bathroom-mirror-rustic-farmhouse-metal-wall-mirror-decor-round-rustic-mirror-gray-vanity-mirror-for-farmhouse-antique-entryway-street.html,149.99,75,"Deco 79 Metal Mirror Wall Dcr S/3 18"", 22"", 27"" W-56884, 18""/22""/27""",${env.wa_shopping_url}deco-79-metal-mirror-wall-dcr-s-3-18-22-27-w-56884-18-22-27.html,124.98,75,12,4,25.010000000000005,0,0.16674444962997537,0.0
price_coverage,Mirrors,1.3,Rustic Wood Fish Mirror Decorative Hanging Mirror Wall Decor for Living Room Bathroom Bedroom Vintage Nautical Ocean Beach Home Mirror,${env.wa_shopping_url}rustic-wood-fish-mirror-decorative-hanging-mirror-wall-decor-for-living-room-bathroom-bedroom-vintage-nautical-ocean-beach-home-mirror.html,93.99,100,"Full Length Floor Mirror with Lights, betamore 65""x22"" Free Standing Tall Mirror, Wall Mounted Hanging Mirror, Vanity Makeup Mirror, Full Body Mirror, Dressing Mirror with Dimming & 3 Color Modes",${env.wa_shopping_url}full-length-floor-mirror-with-lights-betamore-65-x22-free-standing-tall-mirror-wall-mounted-hanging-mirror-vanity-makeup-mirror-full-body-mirror-dressing-mirror-with-dimming-3-color-modes.html,203.99,100,1,3,110.00000000000001,0,0.5392421197117506,0.0
